Auftragskonto;Buchungstag;Valutadatum;Buchungstext;Verwendungszweck;Glaeubiger-ID;Mandatsreferenz;Kundenreferenz (End-to-End);Sammlerreferenz;Lastschrift Ursprungsbetrag;Auslagenersatz Ruecklastschrift;Beguenstigter/Zahlungspflichtiger;Kontonummer/IBAN;BIC (SWIFT-Code);Betrag;Waehrung;Info
DE02 1001 0010 0123 4567 89;28.04.2024;28.04.2024;Ueberweisung;Kontofuehrungsgebuehr 04/2024;;;TX-00265;;;;Postbank Berlin;DE02 1001 0010 0123 4567 89;PBNKDEFFXXX;-12,50;EUR;Saldo: 173475,26
DE02 1001 0010 0123 4567 89;30.04.2024;30.04.2024;Ueberweisung;Rechnung R20240169 Elektro Schmidt e.K.;;;TX-00266;;;;Elektro Schmidt e.K.;DE83100100101998679807;BELADEBEXXX;-355,22;EUR;Saldo: 173120,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-021;;;TX-00267;;;;Edelgard Wulf;DE99100100100249947174;DEUTDEBB101;1511,00;EUR;Saldo: 174631,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-049;;;TX-00268;;;;Joanna Schäfer;DE83100701245940139904;COBADEFFXXX;2019,00;EUR;Saldo: 176650,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-045;;;TX-00269;;;;Chantal Täsche;DE80370400447710932480;DEUTDEBB101;1256,00;EUR;Saldo: 177906,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-002;;;TX-00270;;;;Marliese Hermann;DE73100500009636057662;COBADEFFXXX;864,00;EUR;Saldo: 178770,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-010;;;TX-00271;;;;Kiara Mcintyre;DE54100701244740748217;GENODEF1P01;1583,00;EUR;Saldo: 180353,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-039;;;TX-00272;;;;Wilma Roht;DE11100100103695944064;GENODEF1P01;1127,00;EUR;Saldo: 181480,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-034;;;TX-00273;;;;Hanna Schweitzer;DE49370400443953394210;HYVEDEMMXXX;2404,00;EUR;Saldo: 183884,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-029;;;TX-00274;;;;Edeltraud Renner;DE57100701246851604817;BELADEBEXXX;2091,00;EUR;Saldo: 185975,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-035;;;TX-00275;;;;Louise Ladeck;DE93100500007098593174;DEUTDEBB101;1496,00;EUR;Saldo: 187471,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-050;;;TX-00276;;;;Jörgen Seidel;DE72100700002675869261;GENODEF1P01;1006,00;EUR;Saldo: 188477,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Miete 05/2024 EH-009;;;TX-00277;;;;Anette Vogt;DE22100700008569847896;HYVEDEMMXXX;1330,00;EUR;Saldo: 189807,04
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Hausgeld 05/2024 EH-002,EH-038;;;TX-00278;;;;Horst Vollbrecht;DE95100700009854353462;BELADEBEXXX;9,70;EUR;Saldo: 189816,74
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Hausgeld 05/2024 EH-005,EH-036;;;TX-00279;;;;Kunigunda Ditschlerin;DE80100100101640052427;BELADEBEXXX;35,63;EUR;Saldo: 189852,37
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Hausgeld 05/2024 EH-019,EH-009;;;TX-00280;;;;Hulda Eckbauer;DE58100500002602563421;HYVEDEMMXXX;21,60;EUR;Saldo: 189873,97
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Hausgeld 05/2024 EH-011,EH-017;;;TX-00281;;;;Kranz Vermoegensverwaltung;DE61100500003036541458;BELADEBEXXX;27,48;EUR;Saldo: 189901,45
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Hausgeld 05/2024 EH-034,EH-010;;;TX-00282;;;;Wolfgang Hettner;DE24100700004019655698;DEUTDEBB101;34,57;EUR;Saldo: 189936,02
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Gutschrift;Hausgeld 05/2024 EH-039;;;TX-00283;;;;Dörte Kraus;DE64100100107278895798;HYVEDEMMXXX;10,55;EUR;Saldo: 189946,57
DE02 1001 0010 0123 4567 89;01.05.2024;01.05.2024;Ueberweisung;Rechnung R20240028 Reinigungsservice Kowalski;;;TX-00284;;;;Reinigungsservice Kowalski;DE44100701245991022901;DEUTDEBB101;-499,80;EUR;Saldo: 189446,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Miete 05/2024 EH-025;;;TX-00285;;;;Julius Nette;DE94120300004034471349;HYVEDEMMXXX;1676,00;EUR;Saldo: 191122,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Miete 05/2024 EH-023;;;TX-00286;;;;David Jenkins;DE86100701244677378263;GENODEF1P01;1767,00;EUR;Saldo: 192889,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Miete 05/2024 EH-003;;;TX-00287;;;;Ferenc Stahr;DE71100700004044997278;BYLADEM1001;1070,00;EUR;Saldo: 193959,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Miete 05/2024 EH-016;;;TX-00288;;;;Peggy Hein;DE91120300008091343161;BELADEBEXXX;1863,00;EUR;Saldo: 195822,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Miete 05/2024 EH-032;;;TX-00289;;;;Magrit Mitschke;DE71120300002328588424;HYVEDEMMXXX;901,00;EUR;Saldo: 196723,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Miete 05/2024 EH-042;;;TX-00290;;;;Anika Zimmer;DE21370400441585064317;BELADEBEXXX;1925,00;EUR;Saldo: 198648,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Miete 05/2024 EH-041;;;TX-00291;;;;Galina Wohlgemut;DE86100500009318393352;COBADEFFXXX;2111,00;EUR;Saldo: 200759,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Miete 05/2024 EH-031;;;TX-00292;;;;Carsten Austermühle;DE26100100102053950240;BELADEBEXXX;1914,00;EUR;Saldo: 202673,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Miete 05/2024 EH-006;;;TX-00293;;;;Kamil Trub;DE95370400442809885165;HYVEDEMMXXX;983,00;EUR;Saldo: 203656,77
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Hausgeld 05/2024 EH-037,EH-032;;;TX-00294;;;;Marcus Dowerg;DE24100500002528809570;BYLADEM1001;32,51;EUR;Saldo: 203689,28
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Hausgeld 05/2024 EH-023,EH-016;;;TX-00295;;;;Dominic Jacobs;DE97100700008262045053;PBNKDEFFXXX;33,57;EUR;Saldo: 203722,85
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Hausgeld 05/2024 EH-018;;;TX-00296;;;;Irmingard Margraf;DE36100701246299468044;DEUTDEBB101;1,63;EUR;Saldo: 203724,48
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Hausgeld 05/2024 EH-029;;;TX-00297;;;;Tom Hartmann;DE52100701244873471434;BYLADEM1001;19,76;EUR;Saldo: 203744,24
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Hausgeld 05/2024 EH-021;;;TX-00298;;;;Dörthe Hövel;DE62370400445494808313;DEUTDEBB101;13,46;EUR;Saldo: 203757,70
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Gutschrift;Hausgeld 05/2024 EH-004;;;TX-00299;;;;Harro Bloch;DE99370400442408240084;PBNKDEFFXXX;9,85;EUR;Saldo: 203767,55
DE02 1001 0010 0123 4567 89;02.05.2024;02.05.2024;Ueberweisung;Rechnung RE-2024-0186 Sanitaer Schulze GmbH;;;TX-00300;;;;Sanitaer Schulze GmbH;DE77100100107151820377;GENODEF1P01;-214,20;EUR;Saldo: 203553,35
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Miete 05/2024 EH-051;;;TX-00301;;;;Horst-Günter Zänker;DE52100700006717565512;DEUTDEBB101;1537,00;EUR;Saldo: 205090,35
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Miete 05/2024 EH-013;;;TX-00302;;;;Steffi Riehl;DE76370400445168087603;BYLADEM1001;1653,00;EUR;Saldo: 206743,35
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Miete 05/2024 EH-046;;;TX-00303;;;;Ewa Thies;DE93120300000262174596;COBADEFFXXX;1726,00;EUR;Saldo: 208469,35
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Miete 05/2024 EH-022;;;TX-00304;;;;Alwine Sager;DE31100100104556238692;PBNKDEFFXXX;1460,00;EUR;Saldo: 209929,35
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Miete 05/2024 EH-037;;;TX-00305;;;;Björn Weinhage;DE97100500009084700766;COBADEFFXXX;4096,00;EUR;Saldo: 214025,35
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Miete 05/2024 EH-019;;;TX-00306;;;;Jasmin Trub;DE29120300005766156545;BELADEBEXXX;1206,00;EUR;Saldo: 215231,35
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-047,EH-033;;;TX-00307;;;;Gertraud Holsten;DE43100700001171822782;GENODEF1P01;37,61;EUR;Saldo: 215268,96
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-043,EH-015;;;TX-00308;;;;Erdal Beckmann;DE83100100105183473829;DEUTDEBB101;34,35;EUR;Saldo: 215303,31
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-048,EH-044;;;TX-00309;;;;Anni Wagenknecht;DE37100100106474687234;COBADEFFXXX;26,21;EUR;Saldo: 215329,52
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-052,EH-050;;;TX-00310;;;;Ingbert Nerger;DE46100100101838425135;PBNKDEFFXXX;11,33;EUR;Saldo: 215340,85
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-042;;;TX-00311;;;;Mina Textor;DE38100700007214895134;HYVEDEMMXXX;16,93;EUR;Saldo: 215357,78
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-045;;;TX-00312;;;;Ronald Kelley;DE64120300006936763201;PBNKDEFFXXX;10,84;EUR;Saldo: 215368,62
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-040;;;TX-00313;;;;Gottlob Hahn;DE63100500003166587603;DEUTDEBB101;11,97;EUR;Saldo: 215380,59
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-014;;;TX-00314;;;;Ingolf Röhricht;DE57100100109232719374;PBNKDEFFXXX;13,95;EUR;Saldo: 215394,54
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-051;;;TX-00315;;;;Jo Reuter;DE64370400443634957885;BELADEBEXXX;13,95;EUR;Saldo: 215408,49
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Gutschrift;Hausgeld 05/2024 EH-006;;;TX-00316;;;;Markus Fliegner;DE83120300005204711671;BELADEBEXXX;8,36;EUR;Saldo: 215416,85
DE02 1001 0010 0123 4567 89;03.05.2024;03.05.2024;Ueberweisung;Rechnung R20240132 Dachdecker Richter;;;TX-00317;;;;Dachdecker Richter;DE46120300006590515186;BYLADEM1001;-1608,64;EUR;Saldo: 213808,21
DE02 1001 0010 0123 4567 89;04.05.2024;04.05.2024;Gutschrift;Hausgeld 05/2024 EH-007,EH-024;;;TX-00318;;;;Josefine Nohlmans;DE23100701246566701065;PBNKDEFFXXX;26,28;EUR;Saldo: 213834,49
DE02 1001 0010 0123 4567 89;04.05.2024;04.05.2024;Gutschrift;Hausgeld 05/2024 EH-012,EH-028;;;TX-00319;;;;Dunja Schacht;DE96120300008820812191;HYVEDEMMXXX;33,86;EUR;Saldo: 213868,35
DE02 1001 0010 0123 4567 89;04.05.2024;04.05.2024;Gutschrift;Hausgeld 05/2024 EH-046;;;TX-00320;;;;Dorothe Wulf;DE95100700004531473799;DEUTDEBB101;13,95;EUR;Saldo: 213882,30
DE02 1001 0010 0123 4567 89;04.05.2024;04.05.2024;Ueberweisung;Rechnung R20240102 Elektro Schmidt e.K.;;;TX-00321;;;;Elektro Schmidt e.K.;DE83100100101998679807;BELADEBEXXX;-650,93;EUR;Saldo: 213231,37
DE02 1001 0010 0123 4567 89;05.05.2024;05.05.2024;Gutschrift;Hausgeld 05/2024 EH-001,EH-030;;;TX-00322;;;;Osman Jacob;DE49100700003561595148;BELADEBEXXX;32,73;EUR;Saldo: 213264,10
DE02 1001 0010 0123 4567 89;05.05.2024;05.05.2024;Gutschrift;Hausgeld 05/2024 EH-013;;;TX-00323;;;;Willfried Harloff;DE72370400446688937346;COBADEFFXXX;13,81;EUR;Saldo: 213277,91
DE02 1001 0010 0123 4567 89;05.05.2024;05.05.2024;Gutschrift;Hausgeld 05/2024 EH-003;;;TX-00324;;;;Hiltrud Speer;DE33100700008069901627;COBADEFFXXX;10,20;EUR;Saldo: 213288,11
DE02 1001 0010 0123 4567 89;05.05.2024;05.05.2024;Gutschrift;Hausgeld 05/2024 EH-020;;;TX-00325;;;;Silja Henschel;DE93120300004641708053;COBADEFFXXX;7,58;EUR;Saldo: 213295,69
DE02 1001 0010 0123 4567 89;05.05.2024;05.05.2024;Gutschrift;Hausgeld 05/2024 EH-022;;;TX-00326;;;;Oswald Gröttner;DE97100100104966319314;GENODEF1P01;12,32;EUR;Saldo: 213308,01
DE02 1001 0010 0123 4567 89;05.05.2024;05.05.2024;Gutschrift;Hausgeld 05/2024 EH-041;;;TX-00327;;;;Sükrü Aumann;DE65100100108506716572;PBNKDEFFXXX;17,43;EUR;Saldo: 213325,44
DE02 1001 0010 0123 4567 89;05.05.2024;05.05.2024;Gutschrift;Hausgeld 05/2024 EH-008;;;TX-00328;;;;Xenia Conradi;DE85100500001351823374;HYVEDEMMXXX;7,86;EUR;Saldo: 213333,30
DE02 1001 0010 0123 4567 89;07.05.2024;07.05.2024;Ueberweisung;Rechnung R20240052 Gaertnerei Gruener Daumen;;;TX-00329;;;;Gaertnerei Gruener Daumen;DE95370400443815614978;BYLADEM1001;-125,66;EUR;Saldo: 213207,64
DE02 1001 0010 0123 4567 89;13.05.2024;13.05.2024;Ueberweisung;Rechnung R20240189 Hausmeister Mueller GmbH;;;TX-00330;;;;Hausmeister Mueller GmbH;DE94100701240494519832;DEUTDEBB101;-101,15;EUR;Saldo: 213106,49
DE02 1001 0010 0123 4567 89;28.05.2024;28.05.2024;Ueberweisung;Kontofuehrungsgebuehr 05/2024;;;TX-00331;;;;Postbank Berlin;DE02 1001 0010 0123 4567 89;PBNKDEFFXXX;-12,50;EUR;Saldo: 213093,99
DE02 1001 0010 0123 4567 89;30.05.2024;30.05.2024;Ueberweisung;Rechnung R20240164 TechClean International;;;TX-00332;;;;TechClean International;DE34100100106850542357;PBNKDEFFXXX;-2007,53;EUR;Saldo: 211086,46
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Miete 06/2024 EH-021;;;TX-00333;;;;Edelgard Wulf;DE99100100100249947174;DEUTDEBB101;1511,00;EUR;Saldo: 212597,46
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Miete 06/2024 EH-045;;;TX-00334;;;;Chantal Täsche;DE80370400447710932480;DEUTDEBB101;1256,00;EUR;Saldo: 213853,46
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Miete 06/2024 EH-032;;;TX-00335;;;;Magrit Mitschke;DE71120300002328588424;HYVEDEMMXXX;901,00;EUR;Saldo: 214754,46
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Miete 06/2024 EH-041;;;TX-00336;;;;Galina Wohlgemut;DE86100500009318393352;COBADEFFXXX;2111,00;EUR;Saldo: 216865,46
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Miete 06/2024 EH-037;;;TX-00337;;;;Björn Weinhage;DE97100500009084700766;COBADEFFXXX;4096,00;EUR;Saldo: 220961,46
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Miete 06/2024 EH-019;;;TX-00338;;;;Jasmin Trub;DE29120300005766156545;BELADEBEXXX;1206,00;EUR;Saldo: 222167,46
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Miete 06/2024 EH-006;;;TX-00339;;;;Kamil Trub;DE95370400442809885165;HYVEDEMMXXX;983,00;EUR;Saldo: 223150,46
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Hausgeld 06/2024 EH-025,EH-049;;;TX-00340;;;;Arnulf Heintze;DE85100701245787133150;GENODEF1P01;36,83;EUR;Saldo: 223187,29
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Hausgeld 06/2024 EH-018;;;TX-00341;;;;Irmingard Margraf;DE36100701246299468044;DEUTDEBB101;1,63;EUR;Saldo: 223188,92
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Hausgeld 06/2024 EH-040;;;TX-00342;;;;Gottlob Hahn;DE63100500003166587603;DEUTDEBB101;11,97;EUR;Saldo: 223200,89
DE02 1001 0010 0123 4567 89;01.06.2024;01.06.2024;Gutschrift;Hausgeld 06/2024 EH-003;;;TX-00343;;;;Hiltrud Speer;DE33100700008069901627;COBADEFFXXX;10,20;EUR;Saldo: 223211,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-025;;;TX-00344;;;;Julius Nette;DE94120300004034471349;HYVEDEMMXXX;1676,00;EUR;Saldo: 224887,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-051;;;TX-00345;;;;Horst-Günter Zänker;DE52100700006717565512;DEUTDEBB101;1537,00;EUR;Saldo: 226424,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-013;;;TX-00346;;;;Steffi Riehl;DE76370400445168087603;BYLADEM1001;1653,00;EUR;Saldo: 228077,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-023;;;TX-00347;;;;David Jenkins;DE86100701244677378263;GENODEF1P01;1767,00;EUR;Saldo: 229844,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-046;;;TX-00348;;;;Ewa Thies;DE93120300000262174596;COBADEFFXXX;1726,00;EUR;Saldo: 231570,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-022;;;TX-00349;;;;Alwine Sager;DE31100100104556238692;PBNKDEFFXXX;1460,00;EUR;Saldo: 233030,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-010;;;TX-00350;;;;Kiara Mcintyre;DE54100701244740748217;GENODEF1P01;1583,00;EUR;Saldo: 234613,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-039;;;TX-00351;;;;Wilma Roht;DE11100100103695944064;GENODEF1P01;1127,00;EUR;Saldo: 235740,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-034;;;TX-00352;;;;Hanna Schweitzer;DE49370400443953394210;HYVEDEMMXXX;2404,00;EUR;Saldo: 238144,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-029;;;TX-00353;;;;Edeltraud Renner;DE57100701246851604817;BELADEBEXXX;2091,00;EUR;Saldo: 240235,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-035;;;TX-00354;;;;Louise Ladeck;DE93100500007098593174;DEUTDEBB101;1496,00;EUR;Saldo: 241731,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-042;;;TX-00355;;;;Anika Zimmer;DE21370400441585064317;BELADEBEXXX;1925,00;EUR;Saldo: 243656,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Miete 06/2024 EH-031;;;TX-00356;;;;Carsten Austermühle;DE26100100102053950240;BELADEBEXXX;1914,00;EUR;Saldo: 245570,09
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Hausgeld 06/2024 EH-002,EH-038;;;TX-00357;;;;Horst Vollbrecht;DE95100700009854353462;BELADEBEXXX;9,70;EUR;Saldo: 245579,79
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Hausgeld 06/2024 EH-031,EH-035;;;TX-00358;;;;Caroline Bohlander;DE36100701241241182449;BELADEBEXXX;30,88;EUR;Saldo: 245610,67
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Hausgeld 06/2024 EH-019,EH-009;;;TX-00359;;;;Hulda Eckbauer;DE58100500002602563421;HYVEDEMMXXX;21,60;EUR;Saldo: 245632,27
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Hausgeld 06/2024 EH-011,EH-017;;;TX-00360;;;;Kranz Vermoegensverwaltung;DE61100500003036541458;BELADEBEXXX;27,48;EUR;Saldo: 245659,75
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Hausgeld 06/2024 EH-045;;;TX-00361;;;;Ronald Kelley;DE64120300006936763201;PBNKDEFFXXX;10,84;EUR;Saldo: 245670,59
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Hausgeld 06/2024 EH-013;;;TX-00362;;;;Willfried Harloff;DE72370400446688937346;COBADEFFXXX;13,81;EUR;Saldo: 245684,40
DE02 1001 0010 0123 4567 89;02.06.2024;02.06.2024;Gutschrift;Hausgeld 06/2024 EH-020;;;TX-00363;;;;Silja Henschel;DE93120300004641708053;COBADEFFXXX;7,58;EUR;Saldo: 245691,98
DE02 1001 0010 0123 4567 89;03.06.2024;03.06.2024;Gutschrift;Miete 06/2024 EH-049;;;TX-00364;;;;Joanna Schäfer;DE83100701245940139904;COBADEFFXXX;2019,00;EUR;Saldo: 247710,98
DE02 1001 0010 0123 4567 89;03.06.2024;03.06.2024;Gutschrift;Miete 06/2024 EH-003;;;TX-00365;;;;Ferenc Stahr;DE71100700004044997278;BYLADEM1001;1070,00;EUR;Saldo: 248780,98
DE02 1001 0010 0123 4567 89;03.06.2024;03.06.2024;Gutschrift;Miete 06/2024 EH-002;;;TX-00366;;;;Marliese Hermann;DE73100500009636057662;COBADEFFXXX;864,00;EUR;Saldo: 249644,98
DE02 1001 0010 0123 4567 89;03.06.2024;03.06.2024;Gutschrift;Miete 06/2024 EH-016;;;TX-00367;;;;Peggy Hein;DE91120300008091343161;BELADEBEXXX;1863,00;EUR;Saldo: 251507,98
DE02 1001 0010 0123 4567 89;03.06.2024;03.06.2024;Gutschrift;Miete 06/2024 EH-050;;;TX-00368;;;;Jörgen Seidel;DE72100700002675869261;GENODEF1P01;1006,00;EUR;Saldo: 252513,98
DE02 1001 0010 0123 4567 89;03.06.2024;03.06.2024;Gutschrift;Miete 06/2024 EH-009;;;TX-00369;;;;Anette Vogt;DE22100700008569847896;HYVEDEMMXXX;1330,00;EUR;Saldo: 253843,98
DE02 1001 0010 0123 4567 89;03.06.2024;03.06.2024;Gutschrift;Hausgeld 06/2024 EH-037,EH-032;;;TX-00370;;;;Marcus Dowerg;DE24100500002528809570;BYLADEM1001;32,51;EUR;Saldo: 253876,49
DE02 1001 0010 0123 4567 89;03.06.2024;03.06.2024;Gutschrift;Hausgeld 06/2024 EH-048,EH-044;;;TX-00371;;;;Anni Wagenknecht;DE37100100106474687234;COBADEFFXXX;26,21;EUR;Saldo: 253902,70
DE02 1001 0010 0123 4567 89;03.06.2024;03.06.2024;Gutschrift;Hausgeld 06/2024 EH-008;;;TX-00372;;;;Xenia Conradi;DE85100500001351823374;HYVEDEMMXXX;7,86;EUR;Saldo: 253910,56
DE02 1001 0010 0123 4567 89;04.06.2024;04.06.2024;Gutschrift;Hausgeld 06/2024 EH-047,EH-033;;;TX-00373;;;;Gertraud Holsten;DE43100700001171822782;GENODEF1P01;37,61;EUR;Saldo: 253948,17
DE02 1001 0010 0123 4567 89;04.06.2024;04.06.2024;Gutschrift;Hausgeld 06/2024 EH-005,EH-036;;;TX-00374;;;;Kunigunda Ditschlerin;DE80100100101640052427;BELADEBEXXX;35,63;EUR;Saldo: 253983,80
DE02 1001 0010 0123 4567 89;04.06.2024;04.06.2024;Gutschrift;Hausgeld 06/2024 EH-023,EH-016;;;TX-00375;;;;Dominic Jacobs;DE97100700008262045053;PBNKDEFFXXX;33,57;EUR;Saldo: 254017,37
DE02 1001 0010 0123 4567 89;04.06.2024;04.06.2024;Gutschrift;Hausgeld 06/2024 EH-042;;;TX-00376;;;;Mina Textor;DE38100700007214895134;HYVEDEMMXXX;16,93;EUR;Saldo: 254034,30
DE02 1001 0010 0123 4567 89;04.06.2024;04.06.2024;Gutschrift;Hausgeld 06/2024 EH-029;;;TX-00377;;;;Tom Hartmann;DE52100701244873471434;BYLADEM1001;19,76;EUR;Saldo: 254054,06
DE02 1001 0010 0123 4567 89;04.06.2024;04.06.2024;Gutschrift;Hausgeld 06/2024 EH-041;;;TX-00378;;;;Sükrü Aumann;DE65100100108506716572;PBNKDEFFXXX;17,43;EUR;Saldo: 254071,49
DE02 1001 0010 0123 4567 89;04.06.2024;04.06.2024;Gutschrift;Hausgeld 06/2024 EH-004;;;TX-00379;;;;Harro Bloch;DE99370400442408240084;PBNKDEFFXXX;9,85;EUR;Saldo: 254081,34
DE02 1001 0010 0123 4567 89;04.06.2024;04.06.2024;Gutschrift;Hausgeld 06/2024 EH-006;;;TX-00380;;;;Markus Fliegner;DE83120300005204711671;BELADEBEXXX;8,36;EUR;Saldo: 254089,70
DE02 1001 0010 0123 4567 89;04.06.2024;04.06.2024;Ueberweisung;Rechnung R20240133 Dachdecker Richter;;;TX-00381;;;;Dachdecker Richter;DE46120300006590515186;BYLADEM1001;-535,74;EUR;Saldo: 253553,96
