id,datum,typ,betrag,kategorie,gegen_name,verwendungszweck,referenz_id,error_types
TX-00222,2024-04-02,CREDIT,28.76,hausgeld,Winfried Ullmann,"Hausgeld 04/2024 EH-027,EH-026",EIG-006,
TX-00223,2024-04-02,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 04/2024 EH-002,EH-038",EIG-009,
TX-00224,2024-04-02,CREDIT,19.76,hausgeld,Tom Hartmann,Hausgeld 04/2024 EH-029,EIG-022,
TX-00225,2024-04-02,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 04/2024 EH-013,EIG-024,
TX-00226,2024-04-02,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 04/2024 EH-041,EIG-029,
TX-00227,2024-04-02,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 04/2024 EH-051,EIG-032,
TX-00228,2024-04-03,CREDIT,1511.00,miete,Edelgard Wulf,Miete 04/2024 EH-021,MIE-002,
TX-00229,2024-04-03,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 04/2024 EH-051,MIE-004,
TX-00230,2024-04-03,CREDIT,1653.00,miete,Steffi Riehl,Miete 04/2024 EH-013,MIE-005,
TX-00231,2024-04-03,CREDIT,1726.00,miete,Ewa Thies,Miete 04/2024 EH-046,MIE-010,
TX-00232,2024-04-03,CREDIT,1127.00,miete,Wilma Roht,Miete 04/2024 EH-039,MIE-014,
TX-00233,2024-04-03,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 04/2024 EH-034,MIE-015,
TX-00234,2024-04-03,CREDIT,1496.00,miete,Louise Ladeck,Miete 04/2024 EH-035,MIE-018,
TX-00235,2024-04-03,CREDIT,1925.00,miete,Anika Zimmer,Miete 04/2024 EH-042,MIE-020,
TX-00236,2024-04-03,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 04/2024 EH-041,MIE-021,
TX-00237,2024-04-03,CREDIT,1914.00,miete,Carsten Austermühle,Miete 04/2024 EH-031,MIE-022,
TX-00238,2024-04-03,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 04/2024 EH-047,EH-033",EIG-002,
TX-00239,2024-04-03,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 04/2024 EH-048,EH-044",EIG-007,
TX-00240,2024-04-03,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 04/2024 EH-019,EH-009",EIG-014,
TX-00241,2024-04-03,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 04/2024 EH-011,EH-017",EIG-015,
TX-00242,2024-04-03,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 04/2024 EH-034,EH-010",EIG-016,
TX-00243,2024-04-03,CREDIT,1.63,hausgeld,Irmingard Margraf,Hausgeld 04/2024 EH-018,EIG-018,
TX-00244,2024-04-04,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 04/2024 EH-007,EH-024",EIG-005,
TX-00245,2024-04-04,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 04/2024 EH-052,EH-050",EIG-010,
TX-00246,2024-04-04,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 04/2024 EH-023,EH-016",EIG-013,
TX-00247,2024-04-04,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 04/2024 EH-001,EH-030",EIG-017,
TX-00248,2024-04-04,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 04/2024 EH-042,EIG-019,
TX-00249,2024-04-04,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 04/2024 EH-040,EIG-023,
TX-00250,2024-04-04,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 04/2024 EH-003,EIG-025,
TX-00251,2024-04-04,CREDIT,13.95,hausgeld,Ingolf Röhricht,Hausgeld 04/2024 EH-014,EIG-027,
TX-00252,2024-04-04,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 04/2024 EH-046,EIG-030,
TX-00253,2024-04-04,CREDIT,7.86,hausgeld,Xenia Conradi,Hausgeld 04/2024 EH-008,EIG-033,
TX-00254,2024-04-04,CREDIT,8.36,hausgeld,Markus Fliegner,Hausgeld 04/2024 EH-006,EIG-035,
TX-00255,2024-04-05,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 04/2024 EH-043,EH-015",EIG-004,
TX-00256,2024-04-05,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 04/2024 EH-012,EH-028",EIG-008,
TX-00257,2024-04-05,CREDIT,30.88,hausgeld,Caroline Bohlander,"Hausgeld 04/2024 EH-031,EH-035",EIG-011,
TX-00258,2024-04-05,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 04/2024 EH-020,EIG-026,
TX-00259,2024-04-05,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 04/2024 EH-021,EIG-031,
TX-00260,2024-04-05,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 04/2024 EH-004,EIG-034,
TX-00261,2024-04-12,DEBIT,220.15,dienstleister,Aufzug Schindler & Co. GmbH,Rechnung R20240073 Aufzug Schindler & Co. GmbH,INV-00019,
TX-00262,2024-04-13,DEBIT,618.80,dienstleister,Heiztechnik Berlin GmbH,Rechnung R20240081 Heiztechnik Berlin GmbH,INV-00021,
TX-00263,2024-04-21,DEBIT,1088.85,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240003 Hausmeister Mueller GmbH,INV-00022,
TX-00264,2024-04-21,DEBIT,426.02,dienstleister,Reinigungsservice Kowalski,Rechnung R20240027 Reinigungsservice Kowalski,INV-00023,
TX-00265,2024-04-28,DEBIT,12.50,sonstige,Postbank Berlin,Kontofuehrungsgebuehr 04/2024,,
TX-00266,2024-04-30,DEBIT,355.22,dienstleister,Elektro Schmidt e.K.,Rechnung R20240169 Elektro Schmidt e.K.,INV-00026,
TX-00267,2024-05-01,CREDIT,1511.00,miete,Edelgard Wulf,Miete 05/2024 EH-021,MIE-002,
TX-00268,2024-05-01,CREDIT,2019.00,miete,Joanna Schäfer,Miete 05/2024 EH-049,MIE-003,
TX-00269,2024-05-01,CREDIT,1256.00,miete,Chantal Täsche,Miete 05/2024 EH-045,MIE-006,
TX-00270,2024-05-01,CREDIT,864.00,miete,Marliese Hermann,Miete 05/2024 EH-002,MIE-009,
TX-00271,2024-05-01,CREDIT,1583.00,miete,Kiara Mcintyre,Miete 05/2024 EH-010,MIE-013,
TX-00272,2024-05-01,CREDIT,1127.00,miete,Wilma Roht,Miete 05/2024 EH-039,MIE-014,
TX-00273,2024-05-01,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 05/2024 EH-034,MIE-015,
TX-00274,2024-05-01,CREDIT,2091.00,miete,Edeltraud Renner,Miete 05/2024 EH-029,MIE-017,
TX-00275,2024-05-01,CREDIT,1496.00,miete,Louise Ladeck,Miete 05/2024 EH-035,MIE-018,
TX-00276,2024-05-01,CREDIT,1006.00,miete,Jörgen Seidel,Miete 05/2024 EH-050,MIE-019,
TX-00277,2024-05-01,CREDIT,1330.00,miete,Anette Vogt,Miete 05/2024 EH-009,MIE-024,
TX-00278,2024-05-01,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 05/2024 EH-002,EH-038",EIG-009,
TX-00279,2024-05-01,CREDIT,35.63,hausgeld,Kunigunda Ditschlerin,"Hausgeld 05/2024 EH-005,EH-036",EIG-012,
TX-00280,2024-05-01,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 05/2024 EH-019,EH-009",EIG-014,
TX-00281,2024-05-01,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 05/2024 EH-011,EH-017",EIG-015,
TX-00282,2024-05-01,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 05/2024 EH-034,EH-010",EIG-016,
TX-00283,2024-05-01,CREDIT,10.55,hausgeld,Dörte Kraus,Hausgeld 05/2024 EH-039,EIG-021,
TX-00284,2024-05-01,DEBIT,499.80,dienstleister,Reinigungsservice Kowalski,Rechnung R20240028 Reinigungsservice Kowalski,INV-00030,
TX-00285,2024-05-02,CREDIT,1676.00,miete,Julius Nette,Miete 05/2024 EH-025,MIE-001,
TX-00286,2024-05-02,CREDIT,1767.00,miete,David Jenkins,Miete 05/2024 EH-023,MIE-007,
TX-00287,2024-05-02,CREDIT,1070.00,miete,Ferenc Stahr,Miete 05/2024 EH-003,MIE-008,
TX-00288,2024-05-02,CREDIT,1863.00,miete,Peggy Hein,Miete 05/2024 EH-016,MIE-011,
TX-00289,2024-05-02,CREDIT,901.00,miete,Magrit Mitschke,Miete 05/2024 EH-032,MIE-016,
TX-00290,2024-05-02,CREDIT,1925.00,miete,Anika Zimmer,Miete 05/2024 EH-042,MIE-020,
TX-00291,2024-05-02,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 05/2024 EH-041,MIE-021,
TX-00292,2024-05-02,CREDIT,1914.00,miete,Carsten Austermühle,Miete 05/2024 EH-031,MIE-022,
TX-00293,2024-05-02,CREDIT,983.00,miete,Kamil Trub,Miete 05/2024 EH-006,MIE-026,
TX-00294,2024-05-02,CREDIT,32.51,hausgeld,Marcus Dowerg,"Hausgeld 05/2024 EH-037,EH-032",EIG-001,
TX-00295,2024-05-02,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 05/2024 EH-023,EH-016",EIG-013,
TX-00296,2024-05-02,CREDIT,1.63,hausgeld,Irmingard Margraf,Hausgeld 05/2024 EH-018,EIG-018,
TX-00297,2024-05-02,CREDIT,19.76,hausgeld,Tom Hartmann,Hausgeld 05/2024 EH-029,EIG-022,
TX-00298,2024-05-02,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 05/2024 EH-021,EIG-031,
TX-00299,2024-05-02,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 05/2024 EH-004,EIG-034,
TX-00300,2024-05-02,DEBIT,214.20,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2024-0186 Sanitaer Schulze GmbH,INV-00028,
TX-00301,2024-05-03,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 05/2024 EH-051,MIE-004,
TX-00302,2024-05-03,CREDIT,1653.00,miete,Steffi Riehl,Miete 05/2024 EH-013,MIE-005,
TX-00303,2024-05-03,CREDIT,1726.00,miete,Ewa Thies,Miete 05/2024 EH-046,MIE-010,
TX-00304,2024-05-03,CREDIT,1460.00,miete,Alwine Sager,Miete 05/2024 EH-022,MIE-012,
TX-00305,2024-05-03,CREDIT,4096.00,miete,Björn Weinhage,Miete 05/2024 EH-037,MIE-023,
TX-00306,2024-05-03,CREDIT,1206.00,miete,Jasmin Trub,Miete 05/2024 EH-019,MIE-025,
TX-00307,2024-05-03,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 05/2024 EH-047,EH-033",EIG-002,
TX-00308,2024-05-03,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 05/2024 EH-043,EH-015",EIG-004,
TX-00309,2024-05-03,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 05/2024 EH-048,EH-044",EIG-007,
TX-00310,2024-05-03,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 05/2024 EH-052,EH-050",EIG-010,
TX-00311,2024-05-03,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 05/2024 EH-042,EIG-019,
TX-00312,2024-05-03,CREDIT,10.84,hausgeld,Ronald Kelley,Hausgeld 05/2024 EH-045,EIG-020,
TX-00313,2024-05-03,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 05/2024 EH-040,EIG-023,
TX-00314,2024-05-03,CREDIT,13.95,hausgeld,Ingolf Röhricht,Hausgeld 05/2024 EH-014,EIG-027,
TX-00315,2024-05-03,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 05/2024 EH-051,EIG-032,
TX-00316,2024-05-03,CREDIT,8.36,hausgeld,Markus Fliegner,Hausgeld 05/2024 EH-006,EIG-035,
TX-00317,2024-05-03,DEBIT,1608.64,dienstleister,Dachdecker Richter,Rechnung R20240132 Dachdecker Richter,INV-00025,
TX-00318,2024-05-04,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 05/2024 EH-007,EH-024",EIG-005,
TX-00319,2024-05-04,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 05/2024 EH-012,EH-028",EIG-008,
TX-00320,2024-05-04,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 05/2024 EH-046,EIG-030,
TX-00321,2024-05-04,DEBIT,650.93,dienstleister,Elektro Schmidt e.K.,Rechnung R20240102 Elektro Schmidt e.K.,INV-00027,
TX-00322,2024-05-05,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 05/2024 EH-001,EH-030",EIG-017,
TX-00323,2024-05-05,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 05/2024 EH-013,EIG-024,
TX-00324,2024-05-05,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 05/2024 EH-003,EIG-025,
TX-00325,2024-05-05,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 05/2024 EH-020,EIG-026,
TX-00326,2024-05-05,CREDIT,12.32,hausgeld,Oswald Gröttner,Hausgeld 05/2024 EH-022,EIG-028,
TX-00327,2024-05-05,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 05/2024 EH-041,EIG-029,
TX-00328,2024-05-05,CREDIT,7.86,hausgeld,Xenia Conradi,Hausgeld 05/2024 EH-008,EIG-033,
TX-00329,2024-05-07,DEBIT,125.66,dienstleister,Gaertnerei Gruener Daumen,Rechnung R20240052 Gaertnerei Gruener Daumen,INV-00031,
TX-00330,2024-05-13,DEBIT,101.15,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240189 Hausmeister Mueller GmbH,INV-00032,
TX-00331,2024-05-28,DEBIT,12.50,sonstige,Postbank Berlin,Kontofuehrungsgebuehr 05/2024,,
TX-00332,2024-05-30,DEBIT,2007.53,dienstleister,TechClean International,Rechnung R20240164 TechClean International,INV-00034,
TX-00333,2024-06-01,CREDIT,1511.00,miete,Edelgard Wulf,Miete 06/2024 EH-021,MIE-002,
TX-00334,2024-06-01,CREDIT,1256.00,miete,Chantal Täsche,Miete 06/2024 EH-045,MIE-006,
TX-00335,2024-06-01,CREDIT,901.00,miete,Magrit Mitschke,Miete 06/2024 EH-032,MIE-016,
TX-00336,2024-06-01,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 06/2024 EH-041,MIE-021,
TX-00337,2024-06-01,CREDIT,4096.00,miete,Björn Weinhage,Miete 06/2024 EH-037,MIE-023,
TX-00338,2024-06-01,CREDIT,1206.00,miete,Jasmin Trub,Miete 06/2024 EH-019,MIE-025,
TX-00339,2024-06-01,CREDIT,983.00,miete,Kamil Trub,Miete 06/2024 EH-006,MIE-026,
TX-00340,2024-06-01,CREDIT,36.83,hausgeld,Arnulf Heintze,"Hausgeld 06/2024 EH-025,EH-049",EIG-003,
TX-00341,2024-06-01,CREDIT,1.63,hausgeld,Irmingard Margraf,Hausgeld 06/2024 EH-018,EIG-018,
TX-00342,2024-06-01,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 06/2024 EH-040,EIG-023,
TX-00343,2024-06-01,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 06/2024 EH-003,EIG-025,
TX-00344,2024-06-02,CREDIT,1676.00,miete,Julius Nette,Miete 06/2024 EH-025,MIE-001,
TX-00345,2024-06-02,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 06/2024 EH-051,MIE-004,
TX-00346,2024-06-02,CREDIT,1653.00,miete,Steffi Riehl,Miete 06/2024 EH-013,MIE-005,
TX-00347,2024-06-02,CREDIT,1767.00,miete,David Jenkins,Miete 06/2024 EH-023,MIE-007,
TX-00348,2024-06-02,CREDIT,1726.00,miete,Ewa Thies,Miete 06/2024 EH-046,MIE-010,
TX-00349,2024-06-02,CREDIT,1460.00,miete,Alwine Sager,Miete 06/2024 EH-022,MIE-012,
TX-00350,2024-06-02,CREDIT,1583.00,miete,Kiara Mcintyre,Miete 06/2024 EH-010,MIE-013,
TX-00351,2024-06-02,CREDIT,1127.00,miete,Wilma Roht,Miete 06/2024 EH-039,MIE-014,
TX-00352,2024-06-02,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 06/2024 EH-034,MIE-015,
TX-00353,2024-06-02,CREDIT,2091.00,miete,Edeltraud Renner,Miete 06/2024 EH-029,MIE-017,
TX-00354,2024-06-02,CREDIT,1496.00,miete,Louise Ladeck,Miete 06/2024 EH-035,MIE-018,
TX-00355,2024-06-02,CREDIT,1925.00,miete,Anika Zimmer,Miete 06/2024 EH-042,MIE-020,
TX-00356,2024-06-02,CREDIT,1914.00,miete,Carsten Austermühle,Miete 06/2024 EH-031,MIE-022,
TX-00357,2024-06-02,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 06/2024 EH-002,EH-038",EIG-009,
TX-00358,2024-06-02,CREDIT,30.88,hausgeld,Caroline Bohlander,"Hausgeld 06/2024 EH-031,EH-035",EIG-011,
TX-00359,2024-06-02,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 06/2024 EH-019,EH-009",EIG-014,
TX-00360,2024-06-02,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 06/2024 EH-011,EH-017",EIG-015,
TX-00361,2024-06-02,CREDIT,10.84,hausgeld,Ronald Kelley,Hausgeld 06/2024 EH-045,EIG-020,
TX-00362,2024-06-02,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 06/2024 EH-013,EIG-024,
TX-00363,2024-06-02,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 06/2024 EH-020,EIG-026,
TX-00364,2024-06-03,CREDIT,2019.00,miete,Joanna Schäfer,Miete 06/2024 EH-049,MIE-003,
TX-00365,2024-06-03,CREDIT,1070.00,miete,Ferenc Stahr,Miete 06/2024 EH-003,MIE-008,
TX-00366,2024-06-03,CREDIT,864.00,miete,Marliese Hermann,Miete 06/2024 EH-002,MIE-009,
TX-00367,2024-06-03,CREDIT,1863.00,miete,Peggy Hein,Miete 06/2024 EH-016,MIE-011,
TX-00368,2024-06-03,CREDIT,1006.00,miete,Jörgen Seidel,Miete 06/2024 EH-050,MIE-019,
TX-00369,2024-06-03,CREDIT,1330.00,miete,Anette Vogt,Miete 06/2024 EH-009,MIE-024,
TX-00370,2024-06-03,CREDIT,32.51,hausgeld,Marcus Dowerg,"Hausgeld 06/2024 EH-037,EH-032",EIG-001,
TX-00371,2024-06-03,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 06/2024 EH-048,EH-044",EIG-007,
TX-00372,2024-06-03,CREDIT,7.86,hausgeld,Xenia Conradi,Hausgeld 06/2024 EH-008,EIG-033,
TX-00373,2024-06-04,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 06/2024 EH-047,EH-033",EIG-002,
TX-00374,2024-06-04,CREDIT,35.63,hausgeld,Kunigunda Ditschlerin,"Hausgeld 06/2024 EH-005,EH-036",EIG-012,
TX-00375,2024-06-04,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 06/2024 EH-023,EH-016",EIG-013,
TX-00376,2024-06-04,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 06/2024 EH-042,EIG-019,
TX-00377,2024-06-04,CREDIT,19.76,hausgeld,Tom Hartmann,Hausgeld 06/2024 EH-029,EIG-022,
TX-00378,2024-06-04,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 06/2024 EH-041,EIG-029,
TX-00379,2024-06-04,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 06/2024 EH-004,EIG-034,
TX-00380,2024-06-04,CREDIT,8.36,hausgeld,Markus Fliegner,Hausgeld 06/2024 EH-006,EIG-035,
TX-00381,2024-06-04,DEBIT,535.74,dienstleister,Dachdecker Richter,Rechnung R20240133 Dachdecker Richter,INV-00035,
TX-00382,2024-06-04,DEBIT,571.20,dienstleister,Allianz Versicherungs-AG Service GmbH,Rechnung RE-2024-0192 Allianz Versicherungs-AG Service GmbH,INV-FAKE-00193,
TX-00383,2024-06-05,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 06/2024 EH-043,EH-015",EIG-004,
TX-00384,2024-06-05,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 06/2024 EH-007,EH-024",EIG-005,
TX-00385,2024-06-05,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 06/2024 EH-012,EH-028",EIG-008,
TX-00386,2024-06-05,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 06/2024 EH-052,EH-050",EIG-010,
TX-00387,2024-06-05,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 06/2024 EH-034,EH-010",EIG-016,
TX-00388,2024-06-05,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 06/2024 EH-001,EH-030",EIG-017,
TX-00389,2024-06-05,CREDIT,10.55,hausgeld,Dörte Kraus,Hausgeld 06/2024 EH-039,EIG-021,
TX-00390,2024-06-05,CREDIT,12.32,hausgeld,Oswald Gröttner,Hausgeld 06/2024 EH-022,EIG-028,
TX-00391,2024-06-05,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 06/2024 EH-046,EIG-030,
TX-00392,2024-06-05,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 06/2024 EH-021,EIG-031,
TX-00393,2024-06-05,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 06/2024 EH-051,EIG-032,
TX-00394,2024-06-06,DEBIT,315.35,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240005 Hausmeister Mueller GmbH,INV-00037,
TX-00395,2024-06-10,DEBIT,1167.63,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240182 Hausmeister Mueller GmbH,INV-00036,
TX-00396,2024-06-11,DEBIT,355.22,dienstleister,Elektro Schmidt e.K.,Rechnung R20240183 Elektro Schmidt e.K.,INV-00040,
TX-00397,2024-06-12,DEBIT,401.03,dienstleister,Reinigungsservice Kowalski,Rechnung R20240029 Reinigungsservice Kowalski,INV-00038,
TX-00398,2024-06-16,DEBIT,102.82,dienstleister,Gaertnerei Gruener Daumen,Rechnung R20240053 Gaertnerei Gruener Daumen,INV-00039,
TX-00399,2024-06-27,DEBIT,335.81,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240187 Hausmeister Mueller GmbH,INV-00042,
TX-00400,2024-06-28,DEBIT,12.50,sonstige,Postbank Berlin,Kontofuehrungsgebuehr 06/2024,,
TX-00401,2024-06-29,DEBIT,754.46,dienstleister,Aufzug Schindler & Co. GmbH,Rechnung R20240075 Aufzug Schindler & Co. GmbH,INV-00041,
TX-00402,2024-07-01,CREDIT,1676.00,miete,Julius Nette,Miete 07/2024 EH-025,MIE-001,
TX-00403,2024-07-01,CREDIT,2019.00,miete,Joanna Schäfer,Miete 07/2024 EH-049,MIE-003,
TX-00404,2024-07-01,CREDIT,1070.00,miete,Ferenc Stahr,Miete 07/2024 EH-003,MIE-008,
TX-00405,2024-07-01,CREDIT,864.00,miete,Marliese Hermann,Miete 07/2024 EH-002,MIE-009,
TX-00406,2024-07-01,CREDIT,1127.00,miete,Wilma Roht,Miete 07/2024 EH-039,MIE-014,
TX-00407,2024-07-01,CREDIT,901.00,miete,Magrit Mitschke,Miete 07/2024 EH-032,MIE-016,
TX-00408,2024-07-01,CREDIT,2091.00,miete,Edeltraud Renner,Miete 07/2024 EH-029,MIE-017,
TX-00409,2024-07-01,CREDIT,1496.00,miete,Louise Ladeck,Miete 07/2024 EH-035,MIE-018,
TX-00410,2024-07-01,CREDIT,4096.00,miete,Björn Weinhage,Miete 07/2024 EH-037,MIE-023,
TX-00411,2024-07-01,CREDIT,32.51,hausgeld,Marcus Dowerg,"Hausgeld 07/2024 EH-037,EH-032",EIG-001,
TX-00412,2024-07-01,CREDIT,28.76,hausgeld,Winfried Ullmann,"Hausgeld 07/2024 EH-027,EH-026",EIG-006,
TX-00413,2024-07-01,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 07/2024 EH-012,EH-028",EIG-008,
TX-00414,2024-07-01,CREDIT,30.88,hausgeld,Caroline Bohlander,"Hausgeld 07/2024 EH-031,EH-035",EIG-011,
TX-00415,2024-07-01,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 07/2024 EH-019,EH-009",EIG-014,
TX-00416,2024-07-01,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 07/2024 EH-034,EH-010",EIG-016,
TX-00417,2024-07-01,CREDIT,10.84,hausgeld,Ronald Kelley,Hausgeld 07/2024 EH-045,EIG-020,
TX-00418,2024-07-01,CREDIT,12.32,hausgeld,Oswald Gröttner,Hausgeld 07/2024 EH-022,EIG-028,
TX-00419,2024-07-01,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 07/2024 EH-004,EIG-034,
TX-00420,2024-07-02,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 07/2024 EH-051,MIE-004,
TX-00421,2024-07-02,CREDIT,1653.00,miete,Steffi Riehl,Miete 07/2024 EH-013,MIE-005,
TX-00422,2024-07-02,CREDIT,1256.00,miete,Chantal Täsche,Miete 07/2024 EH-045,MIE-006,
TX-00423,2024-07-02,CREDIT,1863.00,miete,Peggy Hein,Miete 07/2024 EH-016,MIE-011,
TX-00424,2024-07-02,CREDIT,1460.00,miete,Alwine Sager,Miete 07/2024 EH-022,MIE-012,
TX-00425,2024-07-02,CREDIT,1006.00,miete,Jörgen Seidel,Miete 07/2024 EH-050,MIE-019,
TX-00426,2024-07-02,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 07/2024 EH-041,MIE-021,
TX-00427,2024-07-02,CREDIT,1914.00,miete,Carsten Austermühle,Miete 07/2024 EH-031,MIE-022,
TX-00428,2024-07-02,CREDIT,1330.00,miete,Anette Vogt,Miete Anette Vogt,MIE-024,
TX-00429,2024-07-02,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 07/2024 EH-047,EH-033",EIG-002,
TX-00430,2024-07-02,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 07/2024 EH-043,EH-015",EIG-004,
TX-00431,2024-07-02,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 07/2024 EH-007,EH-024",EIG-005,
TX-00432,2024-07-02,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 07/2024 EH-023,EH-016",EIG-013,
TX-00433,2024-07-02,CREDIT,10.55,hausgeld,Dörte Kraus,Hausgeld 07/2024 EH-039,EIG-021,
TX-00434,2024-07-02,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 07/2024 EH-040,EIG-023,
TX-00435,2024-07-02,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 07/2024 EH-020,EIG-026,
TX-00436,2024-07-02,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 07/2024 EH-046,EIG-030,
TX-00437,2024-07-03,CREDIT,1511.00,miete,Edelgard Wulf,Miete 07/2024 EH-021,MIE-002,
TX-00438,2024-07-03,CREDIT,1767.00,miete,David Jenkins,Miete 07/2024 EH-023,MIE-007,
TX-00439,2024-07-03,CREDIT,1726.00,miete,Ewa Thies,Miete 07/2024 EH-046,MIE-010,
TX-00440,2024-07-03,CREDIT,1583.00,miete,Kiara Mcintyre,Miete 07/2024 EH-010,MIE-013,
TX-00441,2024-07-03,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 07/2024 EH-034,MIE-015,
